从 Katerra 烧光20亿破产，看建筑投标分析SaaS的商业逻辑｜13万亿市场的薄利机会,2026年06月17日,212,,,,,,,,,0.037,,,0,,,3,,0,,0,,2,,0,,2,,
6月17日GitHub热榜：要淘汰IP地址的项目 + 不用分词器的TTS｜6个新锐开源盘点,2026年06月17日,397,,,,,,,,,0.0803,,,0,,,7,,0,,0,,17,,2,,1,,
9年大模型进化史：从Transformer到盘古开源，参数暴涨一万倍,2026年06月16日,759,0.4539,,,,,0.3913,,,0.034,,,1,,,13,,2,,0,,8,,2,,0,,0.4047
6月16日GitHub榜单 AI agent占了4个 NVIDIA亲自下场 +1079星最猛,2026年06月16日,1063,0.5521,,,,,0.3007,,,0.1227,,,9,,,39,,3,,0,,74,,5,,8,,0.6194
6月15日GitHub Trending：SkillSpector今日+962·AI审AI反直觉居首,2026年06月15日,999,0.5336,,,,,0.3007,,,0.0776,,,5,,,22,,3,,0,,45,,2,,5,,0.4558
【第24周周榜】13项目4组分档，6个AI技能集体上榜，markitdown 15.3万星封王,2026年06月15日,1301,0.6186,,,,,0.2218,,,0.1209,,,11,,,47,,1,,0,,96,,6,,9,,0.4819
6月14日GitHub Trending：6个猛项目盘点，AI Agent占一半，还有工具把大模型推理延迟砍掉一大半,2026年06月14日,1864,0.604,,,,,0.3237,,,0.1444,,,37,,,82,,2,,0,,156,,12,,17,,0.6153
上线4天就下架，国产GLM-5.2同日开源,2026年06月13日,1926,0.6528,,,,,0.3092,,,0.0177,,,1,,,20,,0,,0,,12,,0,,2,,0.3774
740→1的求职工程：开源项目Career-Ops如何用提示词即代码重塑AI求职,2026年06月13日,579,0.4455,,,,,0.4133,,,0.0782,,,2,,,10,,1,,0,,26,,0,,8,,0.2838
6月13日 GitHub 盘点：Apple 容器+3513星、PowerToys效率工具、LMCache推理加速等6项目,2026年06月13日,1096,0.5849,,,,,0.2559,,,0.0502,,,9,,,19,,1,,0,,34,,0,,1,,0.5745
一个AI自己拍的视频，讲开源🔥 9道工序连成流水线，65个组件搭出每一帧，4颗引擎之心盯紧每一步。,2026年06月12日,473,0.2651,,,,,0.4285,,,0.0402,,,0,,,7,,0,,0,,12,,0,,0,,0.566
【深度】企业AI培训：成本砍2.5万倍，旧打法为什么集体翻车？,2026年06月12日,470,0.3348,,,,,0.3454,,,0.0405,,,0,,,5,,2,,0,,9,,0,,3,,0.2785
苹果做容器+AI技能生态爆发 | 6月12日GitHub热门项目：superpowers 22万星、agent-skills单日+3275,2026年06月12日,1009,0.6566,,,,,0.2316,,,0.0467,,,4,,,18,,1,,0,,26,,2,,1,,0.4996
6个GitHub项目，苹果居然自己做了个容器工具,2026年06月11日,925,0.4766,,,,,0.3115,,,0.0575,,,6,,,19,,1,,0,,30,,2,,2,,0.5839
GitHub今日榜单诡异了，全是 AI 替人干活的项目 🔥,2026年06月10日,2381,0.6731,,,,,0.2472,,,0.1306,,,49,,,85,,3,,0,,187,,5,,31,,0.5979
"【开源深度解析】Agent Reach — 多平台零成本打通，AI助手的万能钥匙（253 commits, MIT协议）",2026年06月09日,970,0.4536,,,,,0.3378,,,0.0889,,,8,,,22,,3,,0,,51,,6,,4,,0.319
